"","X","id","latitude","longitude","findspot_ancient_clean","province_label_clean","modern_region_clean","not_before","not_after","type_of_monument_clean","material_clean","type_of_inscription_clean","transcription","clean_text_interpretive_word","id_people","person_number_insc","name","praenomen","nomen","name_clean","nomen_clean","cognomen","supernomen","gender","origo","status","total_age","age_years","age_months","age_hours","nomen_nonempty"
"130",14127,"HD009126",8.85,45.25,"NULL","Transpadana (Regio XI)","NULL",101,250,"altar","NULL","votive inscription","Victoriae sacrum / [---] Prisci / [---]R[---]O[---] / [------] / [---]S[-?]II(?)R / [---]R[-] / I(?)[---]rtialis lib(ertus) / [------?","Victoriae sacrum Prisci R O S IIR R I rtialis libertus",14127,1,"Prisci","[-]","[---]","Prisci","[---]","Priscus",NA,NA,NA,NA,NA,NA,NA,NA,""
"131",14128,"HD009127",8.8667,45.6667,"NULL","Transpadana (Regio XI)","Lombardia",51,150,"altar","NULL","votive inscription","L(ucius) Corneliu[s] / [Aurelianus] / [Va]leria[nus] / [Iovi]","Lucius Cornelius Aurelianus Valerianus Iovi",14128,1,"L. Cornelius[s Aurelianus Va]leria[nus]","L.","Cornelius+","L. Cornelius[s Aurelianus Va]leria[nus]","Cornelius","Aurelianus+ Valerianus+",NA,"male",NA,NA,NA,NA,NA,NA,"Cornelius"
"132",14129,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14129,1,"[Q. Servilio Pudens]","Q.+","Servilius+","[Q. Servilio Pudens]","Servilius","Pudens+",NA,NA,NA,"senatorial order",NA,NA,NA,NA,"Servilius"
"133",14130,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14130,2,"[L Fufidio] Pollione","L.+","Fufidius+","[L Fufidio] Pollione","Fufidius","Pollio",NA,NA,NA,"senatorial order",NA,NA,NA,NA,"Fufidius"
"134",14131,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14131,3,"[--- R]ufino","[-]","[---]","[--- R]ufino","[---]","Rufinus+",NA,"male",NA,"decurial order, higher local offices",NA,NA,NA,NA,""
"135",14132,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14132,4,"Q. Minicio Eua[risto?]","Q.","Minicius","Q. Minicio Eua[risto?]","Minicius","Euaristus+?",NA,"male",NA,"decurial order, higher local offices",NA,NA,NA,NA,"Minicius"
"136",14133,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14133,5,"[---C?]arino","[-]","[---]","[---C?]arino","[---]","Carinus+?",NA,NA,NA,NA,NA,NA,NA,NA,""
"137",14134,"HD009129",9.7833,45.1833,"Acerrae","Transpadana (Regio XI)","NULL",166,NA,"tabula","Metal","public legal inscription","[Q(uinto) Servilio Pudente] / [L(ucio) Fufidio] Pollione co(n)s(ulibus) / [--- Laude? Pompeia? in scho]la(?) collegi centonar(iorum) Laud(ensium) / [ibi referentibus --- R]ufino et Q(uinto) Minicio Eua/[risto? q(uin)q(uennalibus) --- C]arino? quaestore arc(ae) colleg(ii) / [--- et U]lpio Nundino curatoribus / [v(erba) f(ecerunt) --- equi]tem Romanum praestantiae / [incomparabilis cooptamus?]","Quinto Servilio Pudente Lucio Fufidio Pollione consulibus Laude Pompeia in schola collegi centonariorum Laudensium ibi referentibus Rufino et Quinto Minicio Euaristo quinquennalibus Carino quaestore arcae collegii et Ulpio Nundino curatoribus verba fecerunt equitem Romanum praestantiae incomparabilis cooptamus",14134,6,"Ulpio Nundino",NA,"Ulpius","Ulpio Nundino","Ulpius","Nundinus",NA,NA,NA,NA,NA,NA,NA,NA,"Ulpius"
"138",14135,"HD009130",8.9,45.6,"NULL","Transpadana (Regio XI)","NULL",51,150,"altar","NULL","votive inscription","P(ublius) Oct(avius) Alcim[us] / [Octa]via [P(ubli)? l(iberta)?] / [------] / [------]","Publius Octavius Alcimus Octavia Publi liberta",14135,1,"P. Oct. Alcim[us]","P.","Octavius*","P. Oct. Alcim[us]","Octavius","Alcimus+",NA,NA,NA,NA,NA,NA,NA,NA,"Octavius"
"139",14136,"HD009130",8.9,45.6,"NULL","Transpadana (Regio XI)","NULL",51,150,"altar","NULL","votive inscription","P(ublius) Oct(avius) Alcim[us] / [Octa]via [P(ubli)? l(iberta)?] / [------] / [------]","Publius Octavius Alcimus Octavia Publi liberta",14136,2,"[Octa]via [P.?l.?]",NA,"Octavia+","[Octa]via [P.?l.?]","Octavia",NA,NA,NA,NA,"freedmen / freedwomen?",NA,NA,NA,NA,"Octavia"
"140",14137,"HD009133",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",51,150,"stele","NULL","epitaph","[V(ivus)? f(ecit)?] / M(arcus) [Atil]i/[us Pri]m/ulus sibi et / M(arco) Atilio / Primo patri / et Offillen/ae Marcelli/[n](a)e matri et / Atiliae Secund/ae Tertiae sororibus","Vivus fecit Marcus Atilius Primulus sibi et Marco Atilio Primo patri et Offillenae Marcellinae matri et Atiliae Secundae Tertiae sororibus",14137,1,"M. [Atil]i[us Pri]mulus","M.","Atilius+","M. [Atil]i[us Pri]mulus","Atilius","Primulus+",NA,NA,NA,NA,NA,NA,NA,NA,"Atilius"
"141",14138,"HD009133",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",51,150,"stele","NULL","epitaph","[V(ivus)? f(ecit)?] / M(arcus) [Atil]i/[us Pri]m/ulus sibi et / M(arco) Atilio / Primo patri / et Offillen/ae Marcelli/[n](a)e matri et / Atiliae Secund/ae Tertiae sororibus","Vivus fecit Marcus Atilius Primulus sibi et Marco Atilio Primo patri et Offillenae Marcellinae matri et Atiliae Secundae Tertiae sororibus",14138,2,"M. Atilio Primo","M.","Atilius","M. Atilio Primo","Atilius","Primus",NA,NA,NA,NA,NA,NA,NA,NA,"Atilius"
"142",14139,"HD009133",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",51,150,"stele","NULL","epitaph","[V(ivus)? f(ecit)?] / M(arcus) [Atil]i/[us Pri]m/ulus sibi et / M(arco) Atilio / Primo patri / et Offillen/ae Marcelli/[n](a)e matri et / Atiliae Secund/ae Tertiae sororibus","Vivus fecit Marcus Atilius Primulus sibi et Marco Atilio Primo patri et Offillenae Marcellinae matri et Atiliae Secundae Tertiae sororibus",14139,3,"Offillenae Marcelli[n]e",NA,"Offillena","Offillenae Marcelli[n]e","Offillena","Marcellina+",NA,NA,NA,NA,NA,NA,NA,NA,"Offillena"
"143",14140,"HD009133",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",51,150,"stele","NULL","epitaph","[V(ivus)? f(ecit)?] / M(arcus) [Atil]i/[us Pri]m/ulus sibi et / M(arco) Atilio / Primo patri / et Offillen/ae Marcelli/[n](a)e matri et / Atiliae Secund/ae Tertiae sororibus","Vivus fecit Marcus Atilius Primulus sibi et Marco Atilio Primo patri et Offillenae Marcellinae matri et Atiliae Secundae Tertiae sororibus",14140,4,"Atiliae Secundae",NA,"Atilia","Atiliae Secundae","Atilia","Secunda",NA,NA,NA,NA,NA,NA,NA,NA,"Atilia"
"144",14141,"HD009133",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",51,150,"stele","NULL","epitaph","[V(ivus)? f(ecit)?] / M(arcus) [Atil]i/[us Pri]m/ulus sibi et / M(arco) Atilio / Primo patri / et Offillen/ae Marcelli/[n](a)e matri et / Atiliae Secund/ae Tertiae sororibus","Vivus fecit Marcus Atilius Primulus sibi et Marco Atilio Primo patri et Offillenae Marcellinae matri et Atiliae Secundae Tertiae sororibus",14141,5,"Tertiae",NA,NA,"Tertiae",NA,"Tertia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",14142,"HD009139",NA,NA,"NULL","Transpadana (Regio XI)","Lombardia",101,200,"sarcophagus","NULL","epitaph","D(is) M(anibus) / Valeri Secund(i) / Petroni","Dis Manibus Valeri Secundi Petroni",14142,1,"Valeri Secund.",NA,"Valerius","Valeri Secund.","Valerius","Secundus*",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"146",14143,"HD009139",NA,NA,"NULL","Transpadana (Regio XI)","Lombardia",101,200,"sarcophagus","NULL","epitaph","D(is) M(anibus) / Valeri Secund(i) / Petroni","Dis Manibus Valeri Secundi Petroni",14143,2,"Petroni",NA,NA,"Petroni",NA,"Petronius",NA,"male",NA,NA,NA,NA,NA,NA,NA
"147",14144,"HD009142",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",1,100,"tabula","NULL","epitaph","L(ucio) Crisp[---] / C(aio) Pomp[eio] / curatori[b(us)] / anni XXXX","Lucio Crisp Caio Pompeio curatoribus anni XXXX",14144,1,"L. Crisp[---]","L.","Crisp[---]","L. Crisp[---]","Crisp[---]",NA,NA,"male",NA,"lower local offices, administration of imperial estates",NA,NA,NA,NA,"Crisp"
"148",14145,"HD009142",8.95,45.55,"NULL","Transpadana (Regio XI)","NULL",1,100,"tabula","NULL","epitaph","L(ucio) Crisp[---] / C(aio) Pomp[eio] / curatori[b(us)] / anni XXXX","Lucio Crisp Caio Pompeio curatoribus anni XXXX",14145,2,"C. Pomp[eio]","C.","Pompeius+","C. Pomp[eio]","Pompeius",NA,NA,"male",NA,"lower local offices, administration of imperial estates",NA,NA,NA,NA,"Pompeius"
"149",15354,"HD010724",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",51,150,"NULL","NULL","epitaph","L(ucius) Cassius C(ai) f(ilius) / Pap(iria) Labeo IIIIvir / Cassia L(uci) l(iberta) Trophe","Lucius Cassius Cai filius Papiria Labeo IIII vir Cassia Luci liberta Trophe",15354,1,"L. Cassius C.f. Pap. Labeo","L.","Cassius","L. Cassius C.f. Pap. Labeo","Cassius","Labeo",NA,"male",NA,"decurial order, higher local offices",NA,NA,NA,NA,"Cassius"
"150",15355,"HD010724",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",51,150,"NULL","NULL","epitaph","L(ucius) Cassius C(ai) f(ilius) / Pap(iria) Labeo IIIIvir / Cassia L(uci) l(iberta) Trophe","Lucius Cassius Cai filius Papiria Labeo IIII vir Cassia Luci liberta Trophe",15355,2,"Cassia L.l. Trophe",NA,"Cassia","Cassia L.l. Trophe","Cassia","Trophe",NA,"female",NA,"freedmen / freedwomen",NA,NA,NA,NA,"Cassia"
"151",15356,"HD010727",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",270,274,"statue base","NULL","honorific inscription","C(aio) Valerio / Sabino / v(iro) p(erfectissimo) / rationali / d(ecreto) d(ecurionum)","Caio Valerio Sabino viro perfectissimo rationali decreto decurionum",15356,1,"C. Valerio Sabino","C.","Valerius","C. Valerio Sabino","Valerius","Sabinus",NA,"male",NA,"equestrian order",NA,NA,NA,NA,"Valerius"
"152",15468,"HD010932",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",213,NA,"tabula","NULL","honorific inscription","[Imp(eratori) Caes(ari) M(arco) Aureli]o / [Antonino Au]g(usto) / [Pio Felici Parth(ico)] max(imo) / [Britann(ico) max(imo) po]nt(ifici) max(imo) / [trib(unicia) pot(estate) XVI imp(eratori) I]I co(n)s(uli) IIII p(atri) p(atriae) / [colleg(ium) fabrum et cen]t(onariorum) Med(iolanensium) / [------?","Imperatori Caesari Marco Aurelio Antonino Augusto Pio Felici Parthico maximo Britannico maximo pontifici maximo tribunicia potestate XVI imperatori II consuli IIII patri patriae collegium fabrum et centonariorum Mediolanensium",15468,1,"[M. Aureli]o [Antonino]","M.+","Aurelius+","[M. Aureli]o [Antonino]","Aurelius","Antoninus+",NA,"male",NA,NA,NA,NA,NA,NA,"Aurelius"
"153",15473,"HD010938",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",50,150,"tabula","NULL","honorific inscription","C(aio) Publicio / m(unicipii) M(ediolanensium) lib(erto) / Eutycheti / et Pomponiae / C(ai) f(iliae) Daphne / coniugi eius / et Potiriae C(ai) f(iliae) / Aulae fil(iae) eorum / Q(uintus) Ingenus / Maximinus / ob mult(a) benef(icia) / et aditum sibi / familiarem / domus eor(um)","Caio Publicio municipii Mediolanensium liberto Eutycheti et Pomponiae Cai filiae Daphne coniugi eius et Potiriae Cai filiae Aulae filiae eorum Quintus Ingenus Maximinus ob multa beneficia et aditum sibi familiarem domus eorum",15473,1,"C. Publicio m.M.lib. Eutycheti","C.","Publicius","C. Publicio m.M.lib. Eutycheti","Publicius","Eutyches",NA,"male",NA,"freedmen / freedwomen",NA,NA,NA,NA,"Publicius"
"154",15474,"HD010938",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",50,150,"tabula","NULL","honorific inscription","C(aio) Publicio / m(unicipii) M(ediolanensium) lib(erto) / Eutycheti / et Pomponiae / C(ai) f(iliae) Daphne / coniugi eius / et Potiriae C(ai) f(iliae) / Aulae fil(iae) eorum / Q(uintus) Ingenus / Maximinus / ob mult(a) benef(icia) / et aditum sibi / familiarem / domus eor(um)","Caio Publicio municipii Mediolanensium liberto Eutycheti et Pomponiae Cai filiae Daphne coniugi eius et Potiriae Cai filiae Aulae filiae eorum Quintus Ingenus Maximinus ob multa beneficia et aditum sibi familiarem domus eorum",15474,2,"Pomponiae C.f. Daphne",NA,"Pomponia","Pomponiae C.f. Daphne","Pomponia","Daphne",NA,"female",NA,NA,NA,NA,NA,NA,"Pomponia"
"155",15475,"HD010938",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",50,150,"tabula","NULL","honorific inscription","C(aio) Publicio / m(unicipii) M(ediolanensium) lib(erto) / Eutycheti / et Pomponiae / C(ai) f(iliae) Daphne / coniugi eius / et Potiriae C(ai) f(iliae) / Aulae fil(iae) eorum / Q(uintus) Ingenus / Maximinus / ob mult(a) benef(icia) / et aditum sibi / familiarem / domus eor(um)","Caio Publicio municipii Mediolanensium liberto Eutycheti et Pomponiae Cai filiae Daphne coniugi eius et Potiriae Cai filiae Aulae filiae eorum Quintus Ingenus Maximinus ob multa beneficia et aditum sibi familiarem domus eorum",15475,3,"Potiriae C.f. Aulae",NA,"Potiria","Potiriae C.f. Aulae","Potiria","Aula",NA,"female",NA,NA,NA,NA,NA,NA,"Potiria"
"156",15476,"HD010938",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",50,150,"tabula","NULL","honorific inscription","C(aio) Publicio / m(unicipii) M(ediolanensium) lib(erto) / Eutycheti / et Pomponiae / C(ai) f(iliae) Daphne / coniugi eius / et Potiriae C(ai) f(iliae) / Aulae fil(iae) eorum / Q(uintus) Ingenus / Maximinus / ob mult(a) benef(icia) / et aditum sibi / familiarem / domus eor(um)","Caio Publicio municipii Mediolanensium liberto Eutycheti et Pomponiae Cai filiae Daphne coniugi eius et Potiriae Cai filiae Aulae filiae eorum Quintus Ingenus Maximinus ob multa beneficia et aditum sibi familiarem domus eorum",15476,4,"Q. Ingenus Maximinus","Q.","Ingenus","Q. Ingenus Maximinus","Ingenus","Maximinus",NA,"male",NA,NA,NA,NA,NA,NA,"Ingenus"
"157",15480,"HD010941",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",176,200,"NULL","NULL","NULL","------ VIvir? iu?]nior(um) / [---] curat(or) / [r(ei) p(ublicae) dat(us) ab Impe]ratore / [Caes(are) M(arco) Aurel(io) Comm]odo Ant/[onino Pio Felice Au]g(usto) ther[m(as)] / [--- Mediolan]ens[es] / [------ // ------]I / [---] HS / [------","VI vir iuniorum curator rei publicae datus ab Imperatore Caesare Marco Aurelio Commodo Antonino Pio Felice Augusto thermas Mediolanenses I HS",15480,1,"[M. Aurel. Comm]odo Ant[onino]","M.+","Aurelius+*","[M. Aurel. Comm]odo Ant[onino]","Aurelius","Commodus+ Antonius+",NA,"male",NA,NA,NA,NA,NA,NA,"Aurelius"
"158",15484,"HD010944",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",NA,NA,"stele","NULL","honorific inscription","Calve[ntia] / L(uci) f(ilia) Marc[ellina] / flam(inica) div(ae) F[austinae] / Pia[e fl]am(inica) diva[e Faustinae ------","Calventia Luci filia Marcellina flaminica divae Faustinae Piae flaminica divae Faustinae",15484,1,"Calve[ntia] L.f. Marc[ellina]",NA,"Calventia+","Calve[ntia] L.f. Marc[ellina]","Calventia","Marcellina+",NA,"female",NA,NA,NA,NA,NA,NA,"Calventia"
"159",15500,"HD010947",8.6167,45.8167,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,300,"altar","NULL","votive inscription","Pali conse[r]/vatori ani/malium sacrum / Caninius [---]/VI [---]nus [---] / [------] / [---] m(erito)","Pali conservatori animalium sacrum Caninius VI nus merito",15500,1,"Caninius [---](?)",NA,"Caninius","Caninius [---](?)","Caninius","O?",NA,NA,NA,NA,NA,NA,NA,NA,"Caninius"
"160",15506,"HD010953",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",171,200,"stele","NULL","honorific inscription","L(ucio) Cartilio / Crescenti / VIvir(o) Aug(ustali) c(ultori) d(omus) d(ivinae) / gratuit(o) honor(ato) / ab splendidissim(o) / ordine Mediol(aniensium) / confirmant(e) Sabucio / Maiore c(larissimo) v(iro) curat(ore) rei p(ublicae) / L(ucius) Valer(ius) Primiti(v)us / et Catia Severa / cum fil(io) C(aio) Ancerio / Tintirione ob mer(ita) eius / amic(o) optim(o) // Genio","Lucio Cartilio Crescenti VI viro Augustali cultori domus divinae gratuito honorato ab splendidissimo ordine Mediolaniensium confirmante Sabucio Maiore clarissimo viro curatore rei publicae Lucius Valerius Primitivus et Catia Severa cum filio Caio Ancerio Tintirione ob merita eius amico optimo Genio",15506,1,"L. Cartilio Crescenti","L.","Cartilius","L. Cartilio Crescenti","Cartilius","Crescens",NA,"male",NA,"Augustales",NA,NA,NA,NA,"Cartilius"
"161",15507,"HD010953",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",171,200,"stele","NULL","honorific inscription","L(ucio) Cartilio / Crescenti / VIvir(o) Aug(ustali) c(ultori) d(omus) d(ivinae) / gratuit(o) honor(ato) / ab splendidissim(o) / ordine Mediol(aniensium) / confirmant(e) Sabucio / Maiore c(larissimo) v(iro) curat(ore) rei p(ublicae) / L(ucius) Valer(ius) Primiti(v)us / et Catia Severa / cum fil(io) C(aio) Ancerio / Tintirione ob mer(ita) eius / amic(o) optim(o) // Genio","Lucio Cartilio Crescenti VI viro Augustali cultori domus divinae gratuito honorato ab splendidissimo ordine Mediolaniensium confirmante Sabucio Maiore clarissimo viro curatore rei publicae Lucius Valerius Primitivus et Catia Severa cum filio Caio Ancerio Tintirione ob merita eius amico optimo Genio",15507,2,"Sabucio Maiore",NA,"Sabucius","Sabucio Maiore","Sabucius","Maior",NA,"male",NA,"senatorial order",NA,NA,NA,NA,"Sabucius"
"162",15508,"HD010953",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",171,200,"stele","NULL","honorific inscription","L(ucio) Cartilio / Crescenti / VIvir(o) Aug(ustali) c(ultori) d(omus) d(ivinae) / gratuit(o) honor(ato) / ab splendidissim(o) / ordine Mediol(aniensium) / confirmant(e) Sabucio / Maiore c(larissimo) v(iro) curat(ore) rei p(ublicae) / L(ucius) Valer(ius) Primiti(v)us / et Catia Severa / cum fil(io) C(aio) Ancerio / Tintirione ob mer(ita) eius / amic(o) optim(o) // Genio","Lucio Cartilio Crescenti VI viro Augustali cultori domus divinae gratuito honorato ab splendidissimo ordine Mediolaniensium confirmante Sabucio Maiore clarissimo viro curatore rei publicae Lucius Valerius Primitivus et Catia Severa cum filio Caio Ancerio Tintirione ob merita eius amico optimo Genio",15508,3,"L. Valer. Primitius","L.","Valerius*","L. Valer. Primitius","Valerius","Primitivus*",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"163",15509,"HD010953",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",171,200,"stele","NULL","honorific inscription","L(ucio) Cartilio / Crescenti / VIvir(o) Aug(ustali) c(ultori) d(omus) d(ivinae) / gratuit(o) honor(ato) / ab splendidissim(o) / ordine Mediol(aniensium) / confirmant(e) Sabucio / Maiore c(larissimo) v(iro) curat(ore) rei p(ublicae) / L(ucius) Valer(ius) Primiti(v)us / et Catia Severa / cum fil(io) C(aio) Ancerio / Tintirione ob mer(ita) eius / amic(o) optim(o) // Genio","Lucio Cartilio Crescenti VI viro Augustali cultori domus divinae gratuito honorato ab splendidissimo ordine Mediolaniensium confirmante Sabucio Maiore clarissimo viro curatore rei publicae Lucius Valerius Primitivus et Catia Severa cum filio Caio Ancerio Tintirione ob merita eius amico optimo Genio",15509,4,"Catia Severa",NA,"Catia","Catia Severa","Catia","Severa",NA,"female",NA,NA,NA,NA,NA,NA,"Catia"
"164",15510,"HD010953",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",171,200,"stele","NULL","honorific inscription","L(ucio) Cartilio / Crescenti / VIvir(o) Aug(ustali) c(ultori) d(omus) d(ivinae) / gratuit(o) honor(ato) / ab splendidissim(o) / ordine Mediol(aniensium) / confirmant(e) Sabucio / Maiore c(larissimo) v(iro) curat(ore) rei p(ublicae) / L(ucius) Valer(ius) Primiti(v)us / et Catia Severa / cum fil(io) C(aio) Ancerio / Tintirione ob mer(ita) eius / amic(o) optim(o) // Genio","Lucio Cartilio Crescenti VI viro Augustali cultori domus divinae gratuito honorato ab splendidissimo ordine Mediolaniensium confirmante Sabucio Maiore clarissimo viro curatore rei publicae Lucius Valerius Primitivus et Catia Severa cum filio Caio Ancerio Tintirione ob merita eius amico optimo Genio",15510,5,"C. Ancerio Tintirione","C.","Ancerius","C. Ancerio Tintirione","Ancerius","Tintirio",NA,"male",NA,NA,NA,NA,NA,NA,"Ancerius"
"165",17036,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17036,1,"C. Calven[tius] Campanu[s]","C.","Calventius+","C. Calven[tius] Campanu[s]","Calventius","Campanus+",NA,"male",NA,NA,NA,NA,NA,NA,"Calventius"
"166",17037,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17037,2,"Cassiae Polla[e]",NA,"Cassia","Cassiae Polla[e]","Cassia","Polla+",NA,"female",NA,NA,NA,NA,NA,NA,"Cassia"
